gid,stream_name,reservation,site_number,river_basin,river_code,drainage_area(mi2),survey_reach(ft),latitude,longitude,river_mile,date,scorers,comments,stream_channel_mod,substrate_metric_total,percent_best_types,substrate_metric_a,substrate1,substrate2,per_boulder_slabs,per_boulder_256mm,per_bedrock,per_cobble,per_gravel,per_sand,per_silt,per_leaf_woody,per_detritus,per_clay_hardpan,per_muck,per_artificial,substrate_metric_b,pool_metric_total,pool_depth_(cm),bankfull_metric_total,average_bankfull_(m),riparian_width_left,riparian_width_right,floodplain_quality_left,floodplain_quality_right,flow_regime,sinuosity,stream_gradient,qhei_done,designated_use,watershed,usgs_quad,soil_map_page,soil_map_order,county,city_twp_name,base_flow,date_last_rain,amt_last_rain,turbid,%_canopy_open,water_sample,temp,dissolved_oxygen_mgl,ph,conductivity,reach_representative,fish_observed,fish_sample_method,fish_time_collecting_minutes,frogs_tadpoles_observed,salamanders_observed,salamander_sample_method,salamander_time_collecting_minutes,aquatic_macros_observed,macro_time_collecting_minutes,macro_vouchers_collected,macro_comments,mountain_dusky_larvae,mountain_dusky_juveniles,mountain_dusky_adults,northern_dusky_larvae,northern_dusky_juveniles,northern_dusky_adults,two_lined_larvae,two_lined_juveniles,two_lined_adults,long_tailed_larvae,long_tailed_juveniles,long_tailed_adults,northern_red_larvae,northern_red_juveniles,northern_red_adults,mole_larvae,mole_juveniles,mole_adults,four_toed_larvae,four_toed_juveniles,four_toed_adults,red_backed_juveniles,red_backed_adults,slimy_juveniles,slimy_adults,blacknose_dace,bluegill_sunfish,bluntnose_minnow,brindled_madtom,brook_stickleback,brook_trout,brown_trout,central_mudminnow,central_stoneroller_minnow,common_shiner,creek_chub,eastern_sand_darter,fantail_darter,fathead_minnow,golden_shiner,goldfish,grass_pickerel,greenside_darter,green_sunfish,johnny_darter,largemouth_bass,longear_sunfish,longnose_dace,mottled_sculpin,northern_hog_sucker,pumpkinseed_sunfish,rainbow_darter,rainbow_trout,redbelly_dace,redside_dace,river_chub,silverjaw_minnow,smallmouth_bass,spotfin_shiner,stonecat_madtom,striped_shiner,trout_perch,warmouth_sunfish,white_sucker,yellow_bullhead_catfish,unidentified_fish_fry,sessile_animals,aquatic_worms,sow_bugs,scuds,water_mites,damselfly_nymphs,alderfly_larvae,other_beetles,crayfish,dragonfly_nymphs,riffle_beetles,other_flies,midges,snails,clams,fishfly_larvae,water_penny_beetles,cranefly_larvae,ameletidae,arthropleidae,baetidae,baetiscidae,caenidae,ephemerellidae,ephemeridae,heptageniidae,isonychiidae,leptohyphidae,leptophlebiidae,polymitarcyidae,potamanthidae,pseudironidae,siphlonuridae,capniidae,chloroperlidae,leuctridae,nemouridae,peltoperlidae,perlidae,perlodidae,pteronarcyidae,taeniopterygidae,brachycentridae,dipseuodopsidae,glossosomatidae,goeridae,helicopsychidae,hydropsychidae,hydroptilidae,lepidostomatidae,leptoceridae,limnephilidae,molannidae,odontoceridae,philopotamidae,phryganeidae,polycentropodidae,psychomiidae,rhyacophilidae,uenoidae,total_mayfly,total_stonefly,total_caddisfly,total_ept,hhei_score,hmfei_score,hmfei_narrative
"810",19-001-16.60III-3II,Brecksville ,"191","19","001",0.44,200,41.3714754,-81.6197645,16.6,2021/08/09,"CW, AB, KV",,none/natural channel,"33",54,"25",bedrock,gravel,0,6,40,8,30,12,1,1,3,0,0,0,"8","30",27,"30",5.43,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"2.0",moderate to severe,no,WWH,Cuyahoga River ,Northfield,,,Cuyahoga,Independence,yes,2021/08/08,1.02,no,20,no,20.5,,,,yes,yes,visual and dip net,5,no,no,visual and dip net,"25",yes,"40",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,rare,,,rare,,,,,,abundant,common,abundant,,,,,rare,,,very abundant,,,,,,,,,,,,,,,common,,,,,,,,,,,,abundant,rare,,,,,,,,common,,,,"1","1","3","5","93","24",Class III/Spring Water
"811",19-009-1.31III-3I,Brecksville,"73","19","9",,200,41.31642,-81.61993,1.31,2009/08/07,"CW, GB",,none/natural channel,"13",18,"6",clay or hardpan,sand,0,10,0,8,17,24,1,4,0,36,0,0,"7","0",0,"20",1.56,wide,narrow,mature forest or wetland,"residential, park, new field",ephemeral,"1",moderate to severe,no,WWH,Chippewa Creek,Northfield,"56","1",Cuyahoga,Brecksville,yes,2009/08/02,0.15,no,18,no,,,,,yes,no,,0,yes,yes,visual,"10",yes,"5",,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33","2",Class I/Ephemeral
"812",19-009-1.31III-3I,Brecksville,"4","19","9",,200,41.31641,-81.61989,1.31,2003/06/18,JS,,none/natural channel,"16",10,"9",sand ,leaf pack/woody debris,0,5,0,5,10,35,5,25,0,15,0,0,"7","15",,"5",0.97,wide,wide,,,stream flowing,"0.5",severe,no,WWH,Chippewa Creek,Northfield,"56","0",Cuyahoga,Brecksville,,2003/06/18,0.15,,,no,16.6,,8.03,0.856,yes,no,,,no,no,,,yes,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,,,rare,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36","3",Class I/Ephemeral
"813",19-009-1.31III-3I,Brecksville,"4","19","9",,200,41.31641,-81.61989,1.31,2003/06/20,"JS, JS",,none/natural channel,"21",20,"15",sand ,gravel,0,5,0,15,20,40,15,5,0,0,0,0,"6","25",13,"20",2.2,wide,wide,,,stream flowing,"2",moderate,no,WWH,Chippewa Creek,Northfield,"56","0",Cuyahoga,Brecksville,yes,2003/06/19,0.15,yes,,no,13.7,,8.35,0.634,yes,no,,,no,yes,,,yes,"30",,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,common,,,,,,,,,,,,,,,,,common,,,,,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,"2","66","9",Class II/Warm Water
"814",19-001-16.60III-2II,Brecksville ,"190","19","001",0.61,200,41.3702599,-81.6189748,16.6,2021/08/09,"CW, AB, KV",,none/natural channel,"32",69,"25",bedrock,gravel,0,9,50,10,20,10,0.5,0.5,0,0,0,0,"7","20",36,"30",6.27,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"1.5",moderate,no,WWH,Cuyahoga River ,Northfield,,,Cuyahoga,Independence,yes,2021/08/08,1.02,no,21,no,20,,,,yes,yes,visual and dip net,5,no,no,visual and dip net,"25",yes,"55",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,rare,,,,,rare,common,rare,abundant,common,abundant,rare,,,rare,common,,,abundant,,,,,rare,,,,,,,,,,rare,,,,,,,,,,,,abundant,rare,,,,,,rare,,common,,,,"2","1","4","7","82","39",Class III/Spring Water
"815",19-009-1.13III-2I,Brecksville,"6","19","9",,200,41.31199,-81.619,1.13,2003/06/23,JS,,recovered,"19",50,"12",cobble,clay or hardpan,10,15,0,25,10,5,0,15,0,20,0,0,"7","15",8,"15",1.33,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"0",severe,no,WWH,Chippewa Creek,Northfield,"56","1",Cuyahoga,Brecksville,yes,2003/06/20,0.15,no,40,no,15.8,,7.15,0.425,yes,no,,,no,no,visual,"10",yes,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,,,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"1","49","4",Class I/Ephemeral
"816",19-009-1.00IV-9I,Brecksville,"100","19","9",,200,41.30311,-81.61887,1,2009/08/17,"CW, NM",,none/natural channel,"9",2,"3",clay or hardpan,leaf pack/woody debris,0,1,0,1,7,10,0,12,0,64,0,0,"6","0",0,"5",0.89,wide,narrow,mature forest or wetland,"residential, park, new field",ephemeral,"0.5",moderate to severe,no,WWH,Chippewa Creek,Northfield,"61","0",Cuyahoga,Brecksville,yes,2009/08/11,1,no,20,no,,,,,yes,no,,0,no,no,visual,"5",no,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14","0",Class I/Ephemeral
"817",19-009-1.00IV-8I,Brecksville,"101","19","9",,178,41.30224,-81.61868,1,2009/08/17,"CW, NM",,none/natural channel,"13",4,"6",clay or hardpan,sand,1,2,0,1,19,35,0,7,0,35,0,0,"7","0",0,"5",0.97,moderate,moderate,mature forest or wetland,mature forest or wetland,ephemeral,"0.5",moderate to severe,no,WWH,Chippewa Creek,Northfield,"61","0",Cuyahoga,Brecksville,yes,2009/08/11,1,no,16,no,,,,,yes,no,,0,no,no,visual,"10",no,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18","0",Class I/Ephemeral
"818",19-009-1.13III,Brecksville,"7","19","9",0.26,200,41.31362,-81.61744,1.13,2015/07/07,"CW, OL, BA, AV",,none/natural channel,"36",67,"28",cobble,bedrock,1,9,27,30,15,10,2,3,0,3,0,0,"8","30",30,"20",2.4,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"1.5",moderate,no,WWH,Chippewa Creek,Northfield,"56","3",Cuyahoga,Brecksville,yes,2015/06/30,0.16,no,18,no,18.9,,7.93,1.394,yes,yes,visual and dip net,5,yes,yes,visual and dip net,"10",yes,"30",,,,,,,,,"4",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,abundant,abundant,common,,,,common,rare,abundant,common,abundant,,,,,common,,,abundant,,,,,,,,,,,,,,,common,,,,,,,,,,,,abundant,,,,,,,abundant,,rare,,,,"1","1","3","5","86","30",Class III/Spring Water
"819",19-009-1.31III-2I,Brecksville,"78","19","9",,200,41.31631,-81.61717,1.31,2009/08/07,"CW, GB",,none/natural channel,"16",15,"9",clay or hardpan,gravel,0,7,0,8,20,15,2,8,0,40,0,0,"7","25",14.7,"20",1.63,wide,moderate,mature forest or wetland,"residential, park, new field",intermittent,"1",moderate to severe,no,WWH,Chippewa Creek,Northfield,"56","0",Cuyahoga,Brecksville,yes,2009/08/02,0.15,no,18,no,17.7,1.57,7.62,0.583,yes,no,,0,no,yes,visual,"10",yes,"10",,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,rare,,,abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61","4",Class I/Ephemeral
"820",19-009-1.00IV-5II,Brecksville,"22","19","9",0.0973,200,41.30905,-81.61691,1,2003/07/01,"JS, DH",,none/natural channel,"28",35,"21",gravel,cobble,10,5,0,20,50,5,5,0,0,5,0,0,"7","25",18,"20",2.66,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"3",moderate,no,WWH,Chippewa Creek,Northfield,"61","1",Cuyahoga,Brecksville,yes,2003/06/30,0.15,no,20,no,16.5,,7.87,0.975,yes,no,,,no,yes,visual,"12",yes,"65",,,,,,,,,"4",,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant,,,,,,,,common,,common,,,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,,,,,common,,,,,,,,"2","2","73","12",Class II/Warm Water
"821",19-009-1.31III-1I,Brecksville,"77","19","9",,200,41.31607,-81.61678,1.31,2009/08/07,"CW, GB",,none/natural channel,"12",12,"6",clay or hardpan,sand,0,7,0,5,10,26,0,12,0,40,0,0,"6","0",0,"20",1.6,wide,wide,mature forest or wetland,mature forest or wetland,ephemeral,"1.5",severe,no,WWH,Chippewa Creek,Northfield,"56","0",Cuyahoga,Brecksville,yes,2009/08/02,0.15,no,15,no,,,,,yes,no,,0,no,yes,visual,"10",no,"0",,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32","0",Class I/Ephemeral
"822",19-009-1.00IV-10I,Brecksville,"15","19","9",0.0372,200,41.30442,-81.61683,1,2003/06/27,"JS, JS, CM",,none/natural channel,"29",57,"21",gravel,cobble,6,7,20,24,25,8,2,5,0,3,0,0,"8","25",17,"20",1.76,moderate,moderate,mature forest or wetland,mature forest or wetland,stream flowing,"3",moderate,no,WWH,Chippewa Creek,Northfield,"61","1",Cuyahoga,Brecksville,yes,2003/06/26,0.15,no,10,no,17.6,,7.54,3.07,yes,no,,,no,yes,visual,"12",yes,"29",,,,,,,,,,,"2",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74","1",Class I/Ephemeral
"823",19-009-1.00IV-6II,Brecksville ,"23","19","009",0.14,200,41.3104876,-81.6163184,1,2020/08/12,CW,,none/natural channel,"33",40,"25",bedrock,gravel,0,5,30,5,45,10,2,2,1,0,0,0,"8","25",17,"25",3.86,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"1.0",moderate,no,WWH,Chippewa Creek ,Northfield,,,Cuyahoga,Brecksville,yes,2020/08/05,0.06,no,18,no,18,,,,yes,yes,visual and dip net,10,yes,yes,visual and dip net,"20",yes,"35",no,,,,,,,,"16","3","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant,,,abundant,rare,,,,common,common,rare,common,common,,,abundant,abundant,,,common,,,,,rare,,,,,,,,,,common,,,,,,,,,,,,abundant,common,,,,,,rare,,,,,,"2","1","3","6","83","34",Class III/Spring Water
"824",19-009-1.31III-1II,Brecksville ,"79","19","009",0,200,41.3169938,-81.6160063,1.31,2020/07/21,CW,,none/natural channel,"23",14,"15",gravel,sand,0,10,0,4,38,30,3,4,2,6,0,0,"8","25",22,"20",1.9,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"1.5",moderate to severe,no,WWH,Chippewa Creek ,Northfield,,,Cuyahoga,Brecksville,yes,2020/07/19,0.38,no,15,no,19,,,,yes,no,visual and dip net,5,yes,yes,visual and dip net,"20",yes,"60",no,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,abundant,abundant,rare,rare,,common,abundant,,,,,rare,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,abundant,,,,,,,abundant,,abundant,,,,"0","1","3","4","68","24",Class III/Spring Water
"825",19-009-1.13III-1II,Brecksville,"5","19","9",0.16,200,41.31274,-81.61598,1.13,2015/07/07,"CW, OL, BA, AV",,none/natural channel,"22",30,"15",gravel,sand,0,10,0,20,30,25,3,2,0,10,0,0,"7","20",42,"25",3.4,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"0.5",moderate,no,WWH,Chippewa Creek,Northfield,"56","2",Cuyahoga,Brecksville,yes,2015/06/30,0.16,no,20,no,19,,7.96,2.47,yes,yes,visual and dip net,5,yes,yes,visual and dip net,"10",yes,"35",,,,,,,,,"2",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,,,,rare,rare,common,common,rare,,,,,common,,,abundant,,,,,,,,,,,,,,,abundant,,,,,,,,,,,,abundant,,,,,,,common,,common,,,,"1","1","3","5","67","27",Class III/Spring Water
"826",19-009-1.00IV-7I,Brecksville,"14","19","9",0.00471,200,41.30342,-81.61608,1,2003/06/27,"JS, JS, CM",,none/natural channel,"29",34,"21",gravel,cobble,2,7,6,19,38,15,0,8,0,5,0,0,"8","25",15,"20",1.3,wide,moderate,mature forest or wetland,mature forest or wetland,stream flowing,"1",flat to moderate,no,WWH,Chippewa Creek,Northfield,"61","1",Cuyahoga,Brecksville,yes,2003/06/26,0.15,no,15,no,17.4,,6.99,1.484,yes,no,,,no,no,visual,"7",yes,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,common,,,,,,,,,,,,,,,,,common,,,,,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,"2","74","9",Class II/Warm Water
"827",19-009-1.13III,Brecksville,"7","19","9",0.26,200,41.31332,-81.61592,1.13,2003/06/24,"JS, DH",,none/natural channel,"38",57,"32",boulder slab,gravel,27,16,0,14,22,18,4,0,0,0,0,0,"6","25",17,"20",2.6,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"0.5",moderate,no,WWH,Chippewa Creek,Northfield,"56","3",Cuyahoga,Brecksville,yes,2003/06/20,0.15,no,10,no,14.8,,7.66,2.53,yes,no,,,no,yes,visual,"11",yes,"58",,,,,,,,,,,"4",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,rare,rare,,very abundant,,,,,,,,,,,,,,,,,rare,,,,,,,,rare,,rare,,,,,,,,,,,,,,,,,,,,,,"1","2",,"3","83","15",Class II/Warm Water
"828",19-009-1.00IV-5I,Brecksville,"99","19","9",,200,41.30267,-81.61604,1,2009/08/17,"CW, NM",,none/natural channel,"13",3,"6",clay or hardpan,sand,0,2,0,1,7,33,0,16,0,40,1,0,"7","0",0,"5",0.94,narrow,narrow,"residential, park, new field","residential, park, new field",ephemeral,"0.5",moderate,no,WWH,Chippewa Creek,Northfield,"61","1",Cuyahoga,Brecksville,yes,2009/08/11,1,no,17,no,,,,,yes,no,,0,no,yes,visual,"10",no,"0",,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18","0",Class I/Ephemeral
"829",19-001-1.31III-1II,Brecksville,"79","19","9",,200,41.31692,-81.61583,1.31,2009/08/07,"CW, GB",,none/natural channel,"22",20,"15",gravel,sand,0,10,0,10,40,25,2,6,0,7,0,0,"7","25",12.2,"15",1.35,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"0.5",moderate to severe,no,WWH,Chippewa Creek,Northfield,"56","0",Cuyahoga,Brecksville,yes,2009/08/02,0.15,no,20,no,17.1,6,7.83,2.34,yes,no,,0,yes,yes,visual and dip net,"10",yes,"30",,,,,,,,,"2","2","1",,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,common,rare,rare,,rare,rare,,,,,common,,,,,,,,,,,rare,,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,,"1",,"1","2","62","17",Class II/Warm Water
"830",19-009-1.13III-1II,Brecksville,"5","19","9",0.16,200,41.31278,-81.61573,1.13,2003/06/23,JS,,none/natural channel,"22",35,"15",gravel,cobble,3,7,0,25,35,30,7,0,0,3,0,0,"7","30",26,"25",3.23,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"0.5",moderate,no,WWH,Chippewa Creek,Northfield,"56","2",Cuyahoga,Brecksville,yes,2003/06/20,0.15,no,25,no,16.3,,8.12,2.45,yes,no,,,no,yes,visual,"9",yes,"32",,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,abundant,,rare,,rare,,,rare,,,,,,,,,,,,,,,,,rare,rare,,,,,,,,,,,,,,,,,,,,,,,,"1","2",,"3","77","16",Class II/Warm Water
"831",19-009-1.13III-1II,Brecksville ,"5","19","009",0.16,200,41.3129249,-81.6156067,1.13,2020/08/11,CW,,none/natural channel,"28",37,"21",cobble,gravel,0,12,0,25,35,16,2,2,0,8,0,0,"7","30",25,"25",3.83,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"1.5",moderate,no,WWH,Chippewa Creek ,Northfield,,,Cuyahoga,Brecksville,yes,2020/08/05,0.06,no,25,no,21,,,,yes,yes,visual and dip net,10,yes,yes,visual and dip net,"20",yes,"65",no,,,,,,,,"1","1","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,rare,,,,,,,common,common,common,common,common,common,,,abundant,common,,,common,,,,,common,,,,,,,,,,abundant,,,,,,,,,,,,,,,,,,,,,,,rare,,"2","1","1","4","83","28",Class III/Spring Water
"832",19-009-1.13III,Brecksville ,"7","19","009",0.26,200,41.3129211,-81.6154577,1.13,2020/08/11,CW,,none/natural channel,"29",34,"21",cobble,gravel,0,10,0,24,36,16,4,2,1,7,0,0,"8","20",38,"30",5.5,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"1.0",moderate,no,WWH,Chippewa Creek ,Northfield,,,Cuyahoga,Brecksville,yes,2020/08/05,0.06,no,20,no,20.5,,,,yes,yes,visual and dip net,10,yes,yes,visual and dip net,"30",yes,"80",no,,,,,,,,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant,,,abundant,common,,rare,,,common,common,abundant,rare,common,,,,abundant,common,,,abundant,,,,,common,,,,,,,,,,common,,,,,,,,,,,,abundant,,,,,,,common,,common,,,,"2","1","3","6","79","35",Class III/Spring Water
"833",19-009-1.00IV-11I,Brecksville,"16","19","9",0.021,200,41.30591,-81.61539,1,2003/06/27,"JS, JS, CM",,none/natural channel,"22",16,"15",gravel,sand,1,5,0,10,40,30,0,2,0,1,0,0,"7","5",3,"5",0.7,moderate,moderate,mature forest or wetland,mature forest or wetland,intermittent,>3.0,flat to moderate,no,WWH,Chippewa Creek,Northfield,"61","0",Cuyahoga,Brecksville,yes,2003/06/26,0.15,no,35,no,,,,,no,no,,,no,no,,,yes,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,rare,,,,,,,,,,,,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"1","32","5",Class I/Ephemeral
"834",19-009-1.00IV-6II,Brecksville,"23","19","9",0.14,200,41.3107,-81.61519,1,2003/07/01,"JS, DH",,none/natural channel,"28",61,"21",gravel,cobble,14,7,18,22,26,8,5,0,0,0,0,0,"7","25",19,"25",3.26,moderate,wide,mature forest or wetland,mature forest or wetland,stream flowing,"1.5",moderate,no,WWH,Chippewa Creek,Northfield,"56","2",Cuyahoga,Brecksville,yes,2003/06/30,0.15,no,15,no,16.4,,8.04,2.27,yes,no,,,no,yes,,"8",yes,"41",,,,,,,,,"5",,"13",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,common,rare,rare,,,,,abundant,,,,,,,,,,,,,,,,,,common,,rare,,,,,,,,,rare,,,,,,,,,,,,,"1","2","1","4","78","16",Class II/Warm Water
"835",19-009.1.00IV-6II,Brecksville,"23","19","9",0.14,200,41.31056,-81.61517,1,2015/07/07,"CW, OL, BA, AV",,none/natural channel,"23",30,"15",gravel,sand,1,10,9,10,40,27,1,1,0,1,0,0,"8","20",46,"25",3.67,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"1",moderate to severe,no,WWH,Chippewa Creek,Northfield,"56","2",Cuyahoga,Brecksville,yes,2015/06/30,0.16,no,19,no,18.9,,7.99,0.16,yes,no,visual and dip net,5,yes,yes,visual and dip net,"10",yes,"30",,,,,,,,,"3",,"5",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,rare,,,,,rare,,common,rare,rare,,,,,rare,,,rare,,,,,,,,,,,,,,,very abundant,,,,,,,,,,,,common,,,,,,,,,,,,,"1","1","1","3","68","20",Class III/Spring Water
"836",19-001-21.70IV-65I,Brecksville,"180","19","1",0.0571,200,41.29542,-81.61536,21.7,2016/09/19,CW,,none/natural channel,"23",19,"16",gravel,sand,1,2,1,15,40,20,3,3,0,15,0,0,"8","25",18.8,"20",1.97,wide,wide,mature forest or wetland,mature forest or wetland,intermittent,"1",moderate to severe,no,WWH,Cuyahoga River,Northfield,"61","1",Cuyahoga,Brecksville,yes,2016/09/18,0.1,no,27,no,,,,,yes,no,,0,yes,no,visual and dip net,"10",yes,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,common,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68","4",Class I/Ephemeral
"837",19-009-1.00IV-5II,Brecksville,"22","19","9",0.0973,200,41.31017,-81.6151,1,2015/07/07,"CW, OL, BA, AV",,none/natural channel,"36",74,"28",bedrock,cobble,4,10,40,20,10,8,1,1,0,6,0,0,"8","20",60,"20",2.33,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"2",severe,no,WWH,Chippewa Creek,Northfield,"61","1",Cuyahoga,Brecksville,yes,2015/06/30,0.16,no,18,no,18.8,,7.89,0.798,yes,yes,visual and dip net,5,yes,yes,visual and dip net,"10",yes,"25",,,,,,,,,"4",,"11",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,,,,"1","1","76","4",Class I/Ephemeral
"838",19-009-1.00IV-4I,Brecksville,"12","19","9",,200,41.30237,-81.61481,1,2003/06/26,"JS, DH",,recovering,"11",8,"6",sand ,muck,0,0,0,8,12,45,0,15,0,0,20,0,"5","15",8,"15",1.28,moderate,moderate,mature forest or wetland,mature forest or wetland,intermittent,"1",moderate,no,WWH,Chippewa Creek,Northfield,"61","2",Cuyahoga,Brecksville,yes,2003/06/20,0.15,no,15,no,18.6,,6.9,0.698,no,no,,,no,no,,,yes,"30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41","1",Class I/Ephemeral
